Location	Pincode	State	District
Channanikadu	686533	Kerala	Kottayam
Cheepunkal	686563	Kerala	Kottayam
Cheeranchira	686106	Kerala	Kottayam
Chelacompu	686540	Kerala	Kottayam
Chemmalamattom	686508	Kerala	Kottayam
Chemmanathukara	686606	Kerala	Kottayam
Chempilavu	686584	Kerala	Kottayam
Chempu	686615	Kerala	Kottayam
Chenappady	686520	Kerala	Kottayam
Chengalam	686585	Kerala	Kottayam
Chengalam South	686022	Kerala	Kottayam
Chennad	686581	Kerala	Kottayam
Chennakunnu	686506	Kerala	Kottayam
Cherpunkal	686584	Kerala	Kottayam
Cheruvally	686543	Kerala	Kottayam
Chettuthode	686508	Kerala	Kottayam
Chingavanam	686531	Kerala	Kottayam
Chirakadavu	686520	Kerala	Kottayam
Chirakadavu Centre	686519	Kerala	Kottayam
Chirakadavu East	686520	Kerala	Kottayam
Chittadi	686512	Kerala	Kottayam
Cholathadom	686582	Kerala	Kottayam
Choondacherry	686579	Kerala	Kottayam
Chovvur	686586	Kerala	Kottayam
Devagiri	686555	Kerala	Kottayam
Devalokam	686038	Kerala	Kottayam
Edakadathy	686510	Kerala	Kottayam
Edakkunnam	686512	Kerala	Kottayam
Edamaruku	686652	Kerala	Kottayam
Edanad	686574	Kerala	Kottayam
Edappady	686578	Kerala	Kottayam
Edavattom	686605	Kerala	Kottayam
Edayarickapuzha	686541	Kerala	Kottayam
Elakad	686587	Kerala	Kottayam
Elamkadu	686514	Kerala	Kottayam
Elampally	686503	Kerala	Kottayam
Elikulam	686577	Kerala	Kottayam
Enadi	686608	Kerala	Kottayam
Erathuvadakara	686543	Kerala	Kottayam
Erattupetta	686121	Kerala	Kottayam
Eravimangalam	686613	Kerala	Kottayam
Eravinalloor	686011	Kerala	Kottayam
Eravuchira	686539	Kerala	Kottayam
Erumapramattom	686586	Kerala	Kottayam
Erumely	686509	Kerala	Kottayam
Ettumanur	686631	Kerala	Kottayam
Ettumanur Junction	686631	Kerala	Kottayam
Ezhacherry	686651	Kerala	Kottayam
Ezhumanthuruth	686613	Kerala	Kottayam
Fathimapuram	686102	Kerala	Kottayam
Gandhi Nagar	686008	Kerala	Kottayam
Idamattom	686588	Kerala	Kottayam
Idiyanal	686576	Kerala	Kottayam
Inchiyani	686512	Kerala	Kottayam
Irumpayam	686605	Kerala	Kottayam
Ithithanam	686535	Kerala	Kottayam
Kadanad Meenachil	686653	Kerala	Kottayam
Kadaplamattom	686571	Kerala	Kottayam
Kadappattoor	686574	Kerala	Kottayam
Kadayanickad	686550	Kerala	Kottayam
Kaduthuruthy	686604	Kerala	Kottayam
Kaipally	686582	Kerala	Kottayam
Kaipuzha	686602	Kerala	Kottayam
Kalaketty	686508	Kerala	Kottayam
Kalathoor	686632	Kerala	Kottayam
Kalathukadavu	686579	Kerala	Kottayam
Kallara	686611	Kerala	Kottayam
Kallara South	686611	Kerala	Kottayam
Kalloorkulam	686503	Kerala	Kottayam
Kanakapalam	686509	Kerala	Kottayam
Kanakari	686632	Kerala	Kottayam
Kanam	686515	Kerala	Kottayam
Kanamala	686510	Kerala	Kottayam
Kangazha	686541	Kerala	Kottayam
Kanjiram	686030	Kerala	Kottayam
Kanjiramattom	686585	Kerala	Kottayam
Kanjirapally	686507	Kerala	Kottayam
Kanjirapally West	686506	Kerala	Kottayam
Kanjirappara	686555	Kerala	Kottayam
Kanjirathanam	686603	Kerala	Kottayam
Kannimala	686509	Kerala	Kottayam
Kappadu	686508	Kerala	Kottayam
Kappumthala	686613	Kerala	Kottayam
Karikkattoor	686101	Kerala	Kottayam
Karikkattoor Centre	686101	Kerala	Kottayam
Karikode	686610	Kerala	Kottayam
Karimpani	686564	Kerala	Kottayam
Karinilam	686513	Kerala	Kottayam
Karipadom	686605	Kerala	Kottayam
Karukachal	686540	Kerala	Kottayam
Kattachira	686572	Kerala	Kottayam
Kattampack	686612	Kerala	Kottayam
Kavumbhagom	686519	Kerala	Kottayam
Kayyoor	686651	Kerala	Kottayam
Keezhoor	686605	Kerala	Kottayam
Kezhuvankulam	686584	Kerala	Kottayam
Kidangoor	686572	Kerala	Kottayam
Kidangoor South	686583	Kerala	Kottayam
Kiliroor North	686020	Kerala	Kottayam
Kizhakkenmattom	686652	Kerala	Kottayam
Kizhaparayar	686578	Kerala	Kottayam
Kizhathadiyur	686574	Kerala	Kottayam
Kizhathiri	686576	Kerala	Kottayam
Kodumpidi	686651	Kerala	Kottayam
Kollad	686029	Kerala	Kottayam
Kongandoor	686564	Kerala	Kottayam
Konipad	686652	Kerala	Kottayam
Koodapalam	686576	Kerala	Kottayam
Koorali	686522	Kerala	Kottayam
Kooropada	686502	Kerala	Kottayam
Koothrappally	686540	Kerala	Kottayam
Koottickal	686514	Kerala	Kottayam
Koovapally	686518	Kerala	Kottayam
Koruthode	686513	Kerala	Kottayam
Kothala	686502	Kerala	Kottayam
Kothanallur	686632	Kerala	Kottayam
Kothavara	686607	Kerala	Kottayam
Kottakkapuram	686631	Kerala	Kottayam
Kottamuri	686105	Kerala	Kottayam
Kottayam	686001	Kerala	Kottayam
Kottayam Collectorate	686002	Kerala	Kottayam
Kottayam North	686001	Kerala	Kottayam
Kottayam South	686039	Kerala	Kottayam
Kottayam West	686003	Kerala	Kottayam
Kozha	686640	Kerala	Kottayam
Kozhuvanal	686523	Kerala	Kottayam
Kudakkachira	686635	Kerala	Kottayam
Kudalloor	686595	Kerala	Kottayam
Kudamaloor	686017	Kerala	Kottayam
Kudavechoor	686144	Kerala	Kottayam
Kulasekharamangalam	686608	Kerala	Kottayam
Kulathoorprayar	686541	Kerala	Kottayam
Kumarakom	686563	Kerala	Kottayam
Kumarakom East	686563	Kerala	Kottayam
Kumarakom North	686566	Kerala	Kottayam
Kumarakom South	686563	Kerala	Kottayam
Kumaranalloor	686016	Kerala	Kottayam
Kummanam	686035	Kerala	Kottayam
Kummannoor	686572	Kerala	Kottayam
Kunnam	686582	Kerala	Kottayam
Kuravilangadu	686632	Kerala	Kottayam
Kurianad	686636	Kerala	Kottayam
Kurichithanam	686634	Kerala	Kottayam
Kurichy	686549	Kerala	Kottayam
Kurinji	686576	Kerala	Kottayam
Kurisummoodu	686104	Kerala	Kottayam
Kurumannu	686651	Kerala	Kottayam
Kurumpanadom	686536	Kerala	Kottayam
Kurumulloor	686632	Kerala	Kottayam
Kuruppamthara	686603	Kerala	Kottayam
Kuruvammoozhy	686509	Kerala	Kottayam
Kuzhimattom	686533	Kerala	Kottayam
Lakkattoor	686502	Kerala	Kottayam
Madappally	686546	Kerala	Kottayam
Madukka	686513	Kerala	Kottayam
Madukkakunuu	686577	Kerala	Kottayam
Malakunnam	686552	Kerala	Kottayam
Malam	686019	Kerala	Kottayam
Mallikasery	686577	Kerala	Kottayam
Malloossery	686041	Kerala	Kottayam
Mammoodu	686553	Kerala	Kottayam
Manalunkal	686503	Kerala	Kottayam
Manarcaudu	686019	Kerala	Kottayam
Manganam	686018	Kerala	Kottayam
Manimala	686543	Kerala	Kottayam
Manjoor	686603	Kerala	Kottayam
Manjoor South	686603	Kerala	Kottayam
Mannackanad	686632	Kerala	Kottayam
Mannanam	686561	Kerala	Kottayam
Mannarakayam	686506	Kerala	Kottayam
Manthuruthy	686542	Kerala	Kottayam
Marangattupally	686635	Kerala	Kottayam
Marangoli	686612	Kerala	Kottayam
Maravanthuruthu	686608	Kerala	Kottayam
Mariappally	686023	Kerala	Kottayam
Mariathuruthu	686027	Kerala	Kottayam
Mary Land	686652	Kerala	Kottayam
Mattakkara	686564	Kerala	Kottayam
Mattathipara	686651	Kerala	Kottayam
Mechal	686586	Kerala	Kottayam
Mediri	686576	Kerala	Kottayam
Meenachil	686589	Kerala	Kottayam
Meenadom	686516	Kerala	Kottayam
Melampara	686594	Kerala	Kottayam
Melukavu	686652	Kerala	Kottayam
Melukavumattom	686652	Kerala	Kottayam
Memuri	686617	Kerala	Kottayam
Mevada	686620	Kerala	Kottayam
Mevelloor	686609	Kerala	Kottayam
Midayikunnu	686605	Kerala	Kottayam
Monippally	686636	Kerala	Kottayam
Moolavattom	686026	Kerala	Kottayam
Moonnilavu	686586	Kerala	Kottayam
Moozhikulangara	686601	Kerala	Kottayam
Moozhoor	686503	Kerala	Kottayam
Mukkada	686101	Kerala	Kottayam
Mukkoottuthara	686510	Kerala	Kottayam
Mulakulam South	686610	Kerala	Kottayam
Mundakayam	686513	Kerala	Kottayam
Mundankal	686574	Kerala	Kottayam
Mundathanam	686541	Kerala	Kottayam
Mutholi	686597	Kerala	Kottayam
Muttambalam	686004	Kerala	Kottayam
Muttappally	686510	Kerala	Kottayam
Muttuchira	686613	Kerala	Kottayam
Nadackal	686124	Kerala	Kottayam
Nalukody	686548	Kerala	Kottayam
Nalunnackal	686538	Kerala	Kottayam
Nariayanganam	686579	Kerala	Kottayam
Nariyanani	686506	Kerala	Kottayam
Nattakom	686013	Kerala	Kottayam
Nattassery S h mount	686006	Kerala	Kottayam
Nazreth Hill	686632	Kerala	Kottayam
Nechipuzhoor	686574	Kerala	Kottayam
Nedumanny	686542	Kerala	Kottayam
Nedumkunnam	686542	Kerala	Kottayam
Nedungadappally	686545	Kerala	Kottayam
Neeloor	686651	Kerala	Kottayam
Neendoor	686601	Kerala	Kottayam
Neerikkad	686564	Kerala	Kottayam
Newsprint Nagar	686616	Kerala	Kottayam
Njandupara	686577	Kerala	Kottayam
Njizhoor	686612	Kerala	Kottayam
Olessa	686014	Kerala	Kottayam
Onamthuruthu	686602	Kerala	Kottayam
Ozhavur	686634	Kerala	Kottayam
Ozhavur East	686634	Kerala	Kottayam
Padinjarekkara	686146	Kerala	Kottayam
Padinjattinkara	686571	Kerala	Kottayam
Paduva	686564	Kerala	Kottayam
Pakalomattom	686642	Kerala	Kottayam
Pakkil	686012	Kerala	Kottayam
Pala Town	686575	Kerala	Kottayam
Palai	686575	Kerala	Kottayam
Palai Market junction	686575	Kerala	Kottayam
Palakkattumala	686635	Kerala	Kottayam
Palampra	686518	Kerala	Kottayam
Pallickachirakavala	686537	Kerala	Kottayam
Pallippurathussery	686606	Kerala	Kottayam
Pallom	686007	Kerala	Kottayam
Pampady	686502	Kerala	Kottayam
Pampady South	686521	Kerala	Kottayam
Pampavally North	686510	Kerala	Kottayam
Panachepally	686518	Kerala	Kottayam
Panachikavu	686102	Kerala	Kottayam
Panamattom	686522	Kerala	Kottayam
Pangada	686502	Kerala	Kottayam
Parampuzha	686032	Kerala	Kottayam
Parathanam	686514	Kerala	Kottayam
Parathode	686512	Kerala	Kottayam
Parippu	686024	Kerala	Kottayam
Pariyaram	686021	Kerala	Kottayam
Pathampuzha	686600	Kerala	Kottayam
Pathamuttom	686532	Kerala	Kottayam
Pattithanam	686631	Kerala	Kottayam
Payyappady	686034	Kerala	Kottayam
Payyappar	686651	Kerala	Kottayam
Pazhayidom	686520	Kerala	Kottayam
Peringalam	686582	Kerala	Kottayam
Peroor	686637	Kerala	Kottayam
Perumbaikkad	686016	Kerala	Kottayam
Perumpanachy	686536	Kerala	Kottayam
Perumthuruth	686611	Kerala	Kottayam
Perunna	686102	Kerala	Kottayam
Peruva	686610	Kerala	Kottayam
Pious Mount	686636	Kerala	Kottayam
Pizhaku	686655	Kerala	Kottayam
Plassanal	686579	Kerala	Kottayam
Ponand-karur	686574	Kerala	Kottayam
Ponganthanam	686538	Kerala	Kottayam
Ponkunnam	686506	Kerala	Kottayam
Ponkunnam Court	686506	Kerala	Kottayam
Ponthenpuzha	686101	Kerala	Kottayam
Poonjar	686581	Kerala	Kottayam
Poonjar Thekkekara	686582	Kerala	Kottayam
Poothakuzhy	686521	Kerala	Kottayam
Poovarani	686577	Kerala	Kottayam
Poovathode	686578	Kerala	Kottayam
Poovatholi	686101	Kerala	Kottayam
Poozhikole	686604	Kerala	Kottayam
Pothenpuram	686502	Kerala	Kottayam
Pravithanam	686651	Kerala	Kottayam
Priyadarsini Hills	686560	Kerala	Kottayam
Prpose	686509	Kerala	Kottayam
Pulickakavala	686515	Kerala	Kottayam
Pulikkallu	686101	Kerala	Kottayam
Pulikkuttissery	686015	Kerala	Kottayam
Puliyannoor	686573	Kerala	Kottayam
Punchavayal	686513	Kerala	Kottayam
Punnathura	686583	Kerala	Kottayam
Punnathura West	686631	Kerala	Kottayam
Puthenchantha	686538	Kerala	Kottayam
Puthupalli	686011	Kerala	Kottayam
Puthuvely	686641	Kerala	Kottayam
Rajendraprasad Colony	686513	Kerala	Kottayam
Ramapuram	686591	Kerala	Kottayam
Ramapuram Bazar	686576	Kerala	Kottayam
Rubber Board	686009	Kerala	Kottayam
Ruby Nagar	686103	Kerala	Kottayam
Sachivothamapuram	686532	Kerala	Kottayam
Santhipuram	686545	Kerala	Kottayam
Sreekantamangalam	686562	Kerala	Kottayam
Suryanarayana Puram	686502	Kerala	Kottayam
Teekoy	686580	Kerala	Kottayam
Thalanad	686580	Kerala	Kottayam
Thalayazham	686607	Kerala	Kottayam
Thalayolaparambu	686605	Kerala	Kottayam
Thalumkal	686514	Kerala	Kottayam
Thampalakkad	686506	Kerala	Kottayam
Thazhathangady	686005	Kerala	Kottayam
Thazhathuvadakara	686541	Kerala	Kottayam
Theerthapadapuram	686505	Kerala	Kottayam
Thekkethukavala	686519	Kerala	Kottayam
Thellakom	686016	Kerala	Kottayam
Thidanad	686123	Kerala	Kottayam
Thirumani Venkita puram	686606	Kerala	Kottayam
Thirunakkara	686001	Kerala	Kottayam
Thiruvanchoor	686037	Kerala	Kottayam
Thiruvanpady	686612	Kerala	Kottayam
Thiruvarppu	686033	Kerala	Kottayam
Thodanal	686573	Kerala	Kottayam
Thottackad West	686539	Kerala	Kottayam
Thottakadu	686539	Kerala	Kottayam
Thottakom	686145	Kerala	Kottayam
Thrickodithanam	686105	Kerala	Kottayam
Thrikothamangalam	686011	Kerala	Kottayam
Thuruthy	686535	Kerala	Kottayam
Udayanapuram	686143	Kerala	Kottayam
Ullanad	686651	Kerala	Kottayam
Umbidi	686539	Kerala	Kottayam
Urakkanadu	686512	Kerala	Kottayam
Vadakara - thalayolaparabu	686605	Kerala	Kottayam
Vadakkenirappu	686612	Kerala	Kottayam
Vadavathoor	686010	Kerala	Kottayam
Vadayar	686605	Kerala	Kottayam
Vaikaprayar	686142	Kerala	Kottayam
Vaikom	686141	Kerala	Kottayam
Vaikom Thekkenada	686142	Kerala	Kottayam
Vakad	686636	Kerala	Kottayam
Vakathanam	686538	Kerala	Kottayam
Vakathanam South	686538	Kerala	Kottayam
Valavoor	686635	Kerala	Kottayam
Vallichira	686592	Kerala	Kottayam
Vanchimala	686508	Kerala	Kottayam
Vattakunnu	686516	Kerala	Kottayam
Vattukulam	686596	Kerala	Kottayam
Vayala	686587	Kerala	Kottayam
Vazhappally West	686103	Kerala	Kottayam
Vazhoor	686504	Kerala	Kottayam
Vazhoor East	686504	Kerala	Kottayam
Vechoor	686144	Kerala	Kottayam
Velanilam	686514	Kerala	Kottayam
Velathusseri	686580	Kerala	Kottayam
Veliyannoor	686638	Kerala	Kottayam
Vellavoor	686541	Kerala	Kottayam
Velliappally	686574	Kerala	Kottayam
Vellikulam	686580	Kerala	Kottayam
Velloor	686501	Kerala	Kottayam
Veloor	686003	Kerala	Kottayam
Vempally	686632	Kerala	Kottayam
Vengathanam	686512	Kerala	Kottayam
Venkurinji	686510	Kerala	Kottayam
Veroor	686104	Kerala	Kottayam
Vettimukal	686631	Kerala	Kottayam
Villoonni	686008	Kerala	Kottayam
Vizhikithode	686518	Kerala	Kottayam
Yendayar	686514	Kerala	Kottayam
Abhayagiri	673517	Kerala	Kozhikode
Adivaram Pudupadi	673586	Kerala	Kozhikode
Adukkath	673508	Kerala	Kozhikode
Akkal	673513	Kerala	Kozhikode
Alli	673602	Kerala	Kozhikode
Anakampoyil	673603	Kerala	Kozhikode
Annasseri	673317	Kerala	Kozhikode
Arakinar	673028	Kerala	Kozhikode
Arikulam	673620	Kerala	Kozhikode
Arur	673507	Kerala	Kozhikode
Athiyodi	673527	Kerala	Kozhikode
Atholi	673315	Kerala	Kozhikode
Avadukka	673528	Kerala	Kozhikode
Avala	673524	Kerala	Kozhikode
Avilora	673572	Kerala	Kozhikode
Avitanallur	673618	Kerala	Kozhikode
Ayancheri	673544	Kerala	Kozhikode
Ayanikkad	673521	Kerala	Kozhikode
Azhiyur	673309	Kerala	Kozhikode
Balusseri	673612	Kerala	Kozhikode
Beypore	673015	Kerala	Kozhikode
Beypore North	673015	Kerala	Kozhikode
Bhumivathukkal	673517	Kerala	Kozhikode
Calicut	673001	Kerala	Kozhikode
Calicut Arts & science college	673018	Kerala	Kozhikode
Calicut Beach	673032	Kerala	Kozhikode
Calicut City	673001	Kerala	Kozhikode
Calicut Civil station	673020	Kerala	Kozhikode
Calicut Collectorate	673020	Kerala	Kozhikode
Calicut Courts	673032	Kerala	Kozhikode
Calicut Medical college	673008	Kerala	Kozhikode
Calicut R.s.	673001	Kerala	Kozhikode
Chakkittapara	673526	Kerala	Kozhikode
Chalapuram	673002	Kerala	Kozhikode
Chaliyam	673301	Kerala	Kozhikode
Chamal	673573	Kerala	Kozhikode
Chaniyankadavu	673541	Kerala	Kozhikode
Chappanthottam	673513	Kerala	Kozhikode
Chathamangalam	673601	Kerala	Kozhikode
Chathangottunada	673513	Kerala	Kozhikode
Cheekilode	673315	Kerala	Kozhikode
Cheekkonnummal	673511	Kerala	Kozhikode
Cheekonnummal west	673507	Kerala	Kozhikode
Chekkiyad	673509	Kerala	Kozhikode
Chelakkad	673506	Kerala	Kozhikode
Chelannur	673616	Kerala	Kozhikode
Chelavur	673571	Kerala	Kozhikode
Cheliya	673306	Kerala	Kozhikode
Chemancheri	673304	Kerala	Kozhikode
Chembra	673577	Kerala	Kozhikode
Chembu Kadavu	673580	Kerala	Kozhikode
Chemmarathur	673104	Kerala	Kozhikode
Chempanoda	673528	Kerala	Kozhikode
Chengaroth	673528	Kerala	Kozhikode
Chennamangallur	673602	Kerala	Kozhikode
Chenoli	673525	Kerala	Kozhikode
Cherandathur	673541	Kerala	Kozhikode
Cherapuram	673512	Kerala	Kozhikode
Cherooppa	673661	Kerala	Kozhikode
Cherukad	673527	Kerala	Kozhikode
Cherukulathur	673008	Kerala	Kozhikode
Cherumoth	673517	Kerala	Kozhikode
Cheruvadi	673661	Kerala	Kozhikode
Cheruvannur	673655	Kerala	Kozhikode
Cheruvannur Meladi	673524	Kerala	Kozhikode
Chevarambalam	673017	Kerala	Kozhikode
Chevayur	673017	Kerala	Kozhikode
Chingapuram	673529	Kerala	Kozhikode
Chombala	673308	Kerala	Kozhikode
Chorode	673106	Kerala	Kozhikode
Chorode East	673106	Kerala	Kozhikode
Chulur	673601	Kerala	Kozhikode
Chuzhali	673517	Kerala	Kozhikode
Devagiri College	673008	Kerala	Kozhikode
East Hill	673005	Kerala	Kozhikode
Edacheri	673502	Kerala	Kozhikode
Edacheri North	673520	Kerala	Kozhikode
Edakkad - west hill	673005	Kerala	Kozhikode
Edakkara - quilandy	673616	Kerala	Kozhikode
Edakulam koyilandi	673306	Kerala	Kozhikode
Edavarad	673525	Kerala	Kozhikode
Ekarool	673574	Kerala	Kozhikode
Elathur	673303	Kerala	Kozhikode
Elettil	673572	Kerala	Kozhikode
Emmamparamba	673574	Kerala	Kozhikode
Eramala	673501	Kerala	Kozhikode
Eramangalam	673612	Kerala	Kozhikode
Eranhikkal	673303	Kerala	Kozhikode
Eranhipalam	673006	Kerala	Kozhikode
Eravannur	673585	Kerala	Kozhikode
Eravattur	673525	Kerala	Kozhikode
Farook College	673632	Kerala	Kozhikode
Feroke	673631	Kerala	Kozhikode
Feroke Pettah	673631	Kerala	Kozhikode
Govinda Puram	673016	Kerala	Kozhikode
Guruvayurappan College	673014	Kerala	Kozhikode
Iim Kozhikode campus	673570	Kerala	Kozhikode
Indira Nagar	673506	Kerala	Kozhikode
Iringal	673521	Kerala	Kozhikode
Iringallur	673014	Kerala	Kozhikode
Iringannur	673514	Kerala	Kozhikode
Iringath	673523	Kerala	Kozhikode
Irivallur	673616	Kerala	Kozhikode
Iyyad	673574	Kerala	Kozhikode
Iyyangode	673504	Kerala	Kozhikode
Kabanigiri	673579	Kerala	Kozhikode
Kadalundi	673302	Kerala	Kozhikode
Kadiyangad	673525	Kerala	Kozhikode
Kakkad Pudupadi	673586	Kerala	Kozhikode
Kakkancheri	673620	Kerala	Kozhikode
Kakkatampoyil	673604	Kerala	Kozhikode
Kakkattil	673507	Kerala	Kozhikode
Kakkayam	673615	Kerala	Kozhikode
Kakkoti	673611	Kerala	Kozhikode
Kakkur	673619	Kerala	Kozhikode
Kallachi	673506	Kerala	Kozhikode
Kallai-kozhikode	673003	Kerala	Kozhikode
Kallanode	673615	Kerala	Kozhikode
Kallunira	673517	Kerala	Kozhikode
Kallurutty	673603	Kerala	Kozhikode
Kalpathur	673524	Kerala	Kozhikode
Kannadipoil	673612	Kerala	Kozhikode
Kannan Kara	673616	Kerala	Kozhikode
Kannancheri	673003	Kerala	Kozhikode
Kanni Paramba	673661	Kerala	Kozhikode
Kannookkara	673102	Kerala	Kozhikode
Kannoth	673580	Kerala	Kozhikode
Kappad	673304	Kerala	Kozhikode
Karad Paramba	673632	Kerala	Kozhikode
Karandode	673508	Kerala	Kozhikode
Karanthur	673571	Kerala	Kozhikode
Karaparamba	673010	Kerala	Kozhikode
Karasseri	673602	Kerala	Kozhikode
Karayad	673524	Kerala	Kozhikode
Karingad	673513	Kerala	Kozhikode
Kariyathankavu	673612	Kerala	Kozhikode
Karthikappally	673542	Kerala	Kozhikode
Karumala	673612	Kerala	Kozhikode
Karuvampoyil	673572	Kerala	Kozhikode
Karuvannur	673614	Kerala	Kozhikode
Karuvanthuruthy	673643	Kerala	Kozhikode
Karuvasseri	673010	Kerala	Kozhikode
Katalur	673529	Kerala	Kozhikode
Katameri	673542	Kerala	Kozhikode
Katcheri	673502	Kerala	Kozhikode
Kattippara	673573	Kerala	Kozhikode
Kavil	673614	Kerala	Kozhikode
Kavilampara	673513	Kerala	Kozhikode
Kayakodi	673519	Kerala	Kozhikode
Kayal	673661	Kerala	Kozhikode
Kayanna	673526	Kerala	Kozhikode
Kayanna Bazar	673525	Kerala	Kozhikode
Kayappanichi	673505	Kerala	Kozhikode
Keezhariyur	673307	Kerala	Kozhikode
Keezhil	673104	Kerala	Kozhikode
Kilakkoth	673572	Kerala	Kozhikode
Kilinnanyam	673525	Kerala	Kozhikode
Kilur Meladi	673522	Kerala	Kozhikode
Kinalur	673621	Kerala	Kozhikode
Kizhakkumuri	673611	Kerala	Kozhikode
Kizhpayur	673524	Kerala	Kozhikode
Kodiyathur	673602	Kerala	Kozhikode
Kodiyura	673515	Kerala	Kozhikode
Kokkallur	673612	Kerala	Kozhikode
Kolakkad	673315	Kerala	Kozhikode
Kolathara	673655	Kerala	Kozhikode
Kolathur	673315	Kerala	Kozhikode
Kollam	673307	Kerala	Kozhikode
Kommeri	673007	Kerala	Kozhikode
Kongannur	673315	Kerala	Kozhikode
Konott	673571	Kerala	Kozhikode
Koombara	673604	Kerala	Kozhikode
Koombara Bazar	673604	Kerala	Kozhikode
Koothali	673532	Kerala	Kozhikode
Korothroad	673309	Kerala	Kozhikode
Kotancheri	673503	Kerala	Kozhikode
Kotancheri-tamaracheri	673580	Kerala	Kozhikode
Kottakkal-igl	673521	Kerala	Kozhikode
Kottamparamba	673008	Kerala	Kozhikode
Kottappalli	673542	Kerala	Kozhikode
Kottuli	673016	Kerala	Kozhikode
Kottur	673614	Kerala	Kozhikode
Kotuvalli	673572	Kerala	Kozhikode
Koyilandi	673305	Kerala	Kozhikode
Kozhukkallur	673524	Kerala	Kozhikode
Kudathai	673573	Kerala	Kozhikode
Kudathai Bazar	673573	Kerala	Kozhikode
Kuliramutty	673604	Kerala	Kozhikode
Kumaranellur	673602	Kerala	Kozhikode
Kundungal	673003	Kerala	Kozhikode
Kunduthode	673513	Kerala	Kozhikode
Kuningad	673503	Kerala	Kozhikode
Kunnamangalam	673571	Kerala	Kozhikode
Kunnamangalam Mini industrial	673571	Kerala	Kozhikode
Kunnathara	673327	Kerala	Kozhikode
Kunnummakkara	673308	Kerala	Kozhikode
Kuppayakode	673580	Kerala	Kozhikode
Kurichagam	673508	Kerala	Kozhikode
Kurikkilad	673104	Kerala	Kozhikode
Kurinhaliyode	673542	Kerala	Kozhikode
Kuruvangad	673620	Kerala	Kozhikode
Kuruvattur	673611	Kerala	Kozhikode
Kutaranni	673604	Kerala	Kozhikode
Kuthiravattom	673016	Kerala	Kozhikode
Kuttiadi	673508	Kerala	Kozhikode
Kuttikkattur	673008	Kerala	Kozhikode
Kuttoth	673524	Kerala	Kozhikode
Kythapoyil	673023	Kerala	Kozhikode
Madappalli College	673102	Kerala	Kozhikode
Madavoor	673583	Kerala	Kozhikode
Mahe	673310	Kerala	Kozhikode
Maikavu	673573	Kerala	Kozhikode
Mailellampara	673586	Kerala	Kozhikode
Makkada	673617	Kerala	Kozhikode
Malaparamba	673009	Kerala	Kozhikode
Malayamma	673601	Kerala	Kozhikode
Manasseri	673602	Kerala	Kozhikode
Mandarathur	673105	Kerala	Kozhikode
Mangad	673574	Kerala	Kozhikode
Manha Kadavu	673604	Kerala	Kozhikode
Manipuram	673534	Kerala	Kozhikode
Maniyur	673523	Kerala	Kozhikode
Mankavu	673007	Kerala	Kozhikode
Mannankavu	673614	Kerala	Kozhikode
Mannur	673328	Kerala	Kozhikode
Marikunnu	673012	Kerala	Kozhikode
Marudonkara	673513	Kerala	Kozhikode
Mattanode	673527	Kerala	Kozhikode
Mavoor	673661	Kerala	Kozhikode
Mayanad	673008	Kerala	Kozhikode
Mayyannur	673107	Kerala	Kozhikode
Meemutty	673580	Kerala	Kozhikode
Meladi	673522	Kerala	Kozhikode
Melur	673306	Kerala	Kozhikode
Memunda	673104	Kerala	Kozhikode
Mennaniam	673525	Kerala	Kozhikode
Meppayil	673109	Kerala	Kozhikode
Meppayur	673524	Kerala	Kozhikode
Modakkallur	673321	Kerala	Kozhikode
Moilothara	673513	Kerala	Kozhikode
Mokeri Nadapuram	673516	Kerala	Kozhikode
Mokkam	673602	Kerala	Kozhikode
Moolad	673614	Kerala	Kozhikode
Morikkara	673611	Kerala	Kozhikode
Muchukunnu	673307	Kerala	Kozhikode
Mudadi	673325	Kerala	Kozhikode
Mudadi North	673307	Kerala	Kozhikode
Mudavantheri	673505	Kerala	Kozhikode
Mullambath	673507	Kerala	Kozhikode
Mundur -- kozhikode	673580	Kerala	Kozhikode
Murampathy	673580	Kerala	Kozhikode
Muthappan Puzha	673603	Kerala	Kozhikode
Muthukad	673528	Kerala	Kozhikode
Muthuuvana	673523	Kerala	Kozhikode
Muthuvadathur	673503	Kerala	Kozhikode
Muthuvannacha	673508	Kerala	Kozhikode
Muttancheri	673585	Kerala	Kozhikode
Muttungal	673110	Kerala	Kozhikode
Muttungal West	673106	Kerala	Kozhikode
Muyipoth	673524	Kerala	Kozhikode
Mysore Mala	673602	Kerala	Kozhikode
Nadakavu	673011	Kerala	Kozhikode
Nadakkuthala	673112	Kerala	Kozhikode
Nadapuram	673504	Kerala	Kozhikode
Naderi	673326	Kerala	Kozhikode
Naduvannur	673614	Kerala	Kozhikode
Naduvathur	673620	Kerala	Kozhikode
Nallalam	673027	Kerala	Kozhikode
Nanminda	673613	Kerala	Kozhikode
Narikkuni	673585	Kerala	Kozhikode
Naripetta	673506	Kerala	Kozhikode
Nayar Kuzhi	673601	Kerala	Kozhikode
Nedumparamba	673506	Kerala	Kozhikode
Nedungottur	673010	Kerala	Kozhikode
Neeleswaram	673572	Kerala	Kozhikode
Nellicode	673016	Kerala	Kozhikode
Nellika Paramba	673602	Kerala	Kozhikode
Nit campus po.kozhikode	673601	Kerala	Kozhikode
